"","ANNOVAR","pLI","mis_z","COUNT.x","MUTATIONCLASS.x","POLYPHEN2_D.x","POLYPHEN2_P.x","CADD.x","REVEL.x","MPC.x","gnomAD_genome_ALL.x","gnomAD_exome_ALL.x","dbscSNV_ADA_SCORE.x","dbscSNV_RF_SCORE.x","dpsi_zscore.x","COUNT.y","MUTATIONCLASS.y","POLYPHEN2_D.y","POLYPHEN2_P.y","CADD.y","REVEL.y","MPC.y","gnomAD_genome_ALL.y","gnomAD_exome_ALL.y","dbscSNV_ADA_SCORE.y","dbscSNV_RF_SCORE.y","dpsi_zscore.y","mut"
"1782","BUD13",2.0613e-06,-0.2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3454e-06
"1783","BUD31",0.23109,1.3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25655e-06
"1784","BVES",9.343e-06,0.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0546e-06
"1785","BYSL",9.9642e-05,0.48771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78155e-06
"1786","BZRAP1",0.00844,1.4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17282e-05
"1787","BZW1",0.94418,3.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53675e-06
"1788","BZW2",0.1048,1.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53135e-06
"1789","C10orf10",0.33608,0.16935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0135e-07
"1790","C10orf105",0.084246,-0.20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.132e-07
"1791","C10orf107",0.00036502,-0.59143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3825e-06
"1792","C10orf11",0.0002589,-0.11529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8193e-06
"1793","C10orf111",0,-0.5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.846e-07
"1794","C10orf113",0.00027323,-0.80823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7075e-07
"1795","C10orf12",0.99974,1.4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0464e-06
"1796","C10orf120",3.5549e-05,-0.23444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1136e-06
"1797","C10orf128",0.0059652,-0.63781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.287e-07
"1798","C10orf131",3.744e-06,0.41589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625e-07
"1799","C10orf2",0.0032311,1.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20075e-05
"1800","C10orf25",3.7114e-07,-0.029425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1765e-07
"1801","C10orf35",0.016385,0.28873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2625e-07
"1802","C10orf53",0.58427,0.4573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.767e-07
"1803","C10orf54",0.76097,0.71656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4351e-06
"1804","C10orf55",0.014376,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0203e-07
"1805","C10orf62",4.499e-06,0.13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.672e-07
"1806","C10orf67",1.7976e-08,0.26644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11025e-06
"1807","C10ORF68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6263e-06
"1808","C10orf71",1.9625e-09,0.68665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2264e-06
"1809","C10orf76",6.2765e-06,2.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8899e-06
"1810","C10orf82",0.011358,0.46122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1987e-07
"1811","C10orf88",0.012888,0.47112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63365e-06
"1812","C10orf90",8.315e-15,-0.44849,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,2.9535e-06
"1813","C10orf91",0.031044,-0.04996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6505e-07
"1814","C10orf95",0.0047379,0.43134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7485e-07
"1815","C10orf99",0.21211,-0.49078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1345e-07
"1816","C11orf1",1.8467e-09,0.16063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30615e-06
"1817","C11orf16",4.3154e-14,-0.38415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6965e-06
"1818","C11orf21",0.016355,0.97891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3575e-07
"1819","C11orf24",0.0023262,-0.41265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,1.21265e-06
"1820","C11orf31",0.0013219,-0.93351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6585e-07
"1821","C11orf40",1.0628e-06,-2.8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9405e-07
"1822","C11orf42",4.044e-08,-0.052164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70665e-06
"1823","C11orf44",0.002313,0.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.384e-07
"1824","C11orf45",0.01192,0.030787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.459e-07
"1825","C11orf49",2.2431e-11,0.12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45685e-06
"1826","C11orf52",3.0999e-05,0.78771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2975e-07
"1827","C11orf53",0.0019229,0.22959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0941e-07
"1828","C11orf54",2.8718e-08,0.20685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7078e-06
"1829","C11orf57",0.30748,0.75514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1591e-06
"1830","C11orf58",0.1654,1.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0263e-06
"1831","C11orf63",2.9259e-12,0.11131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5605e-06
"1832","C11orf65",2.0163e-14,0.37014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59115e-06
"1833","C11orf68",0.24562,1.3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21775e-06
"1834","C11orf70",2.0691e-06,0.10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29155e-06
"1835","C11orf71",0.20849,-0.29411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8365e-07
"1836","C11orf72",0,1.2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.861e-07
"1837","C11orf73",0.52459,0.93344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81695e-06
"1838","C11orf74",7.605e-06,-0.18643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0481e-07
"1839","C11orf80",2.0062e-09,0.82671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66e-06
"1840","C11orf84",0.99142,0.66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42035e-06
"1841","C11orf85",0.00050954,0.14808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13265e-06
"1842","C11orf86",6.5689e-06,0.69572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3123e-06
"1843","C11orf87",0.27816,0.14884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7825e-07
"1844","C11orf88",0.00031184,-0.091701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01325e-06
"1845","C11orf91",0.010029,0.50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21515e-06
"1846","C11orf94",0.042904,-0.54239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.563e-07
"1847","C11orf96",0.0096256,0.77784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7325e-06
"1848","C12orf10",4.3496e-10,-0.27811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4942e-06
"1849","C12orf29",2.1077e-08,0.81988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3943e-06
"1850","C12orf36",0.03436,-0.26985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0839e-06
"1851","C12orf4",1.0655e-05,1.5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4395e-06
"1852","C12orf40",1.2906e-13,-0.36802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75215e-06
"1853","C12orf42",2.7519e-10,-0.8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2965e-07
"1854","C12orf43",0.00010484,0.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8674e-06
"1855","C12orf45",0.010456,0.0082071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3515e-07
"1856","C12orf49",0.0061628,0.74863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2743e-06
"1857","C12orf50",4.7252e-07,-0.15817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0705e-06
"1858","C12orf54",1.1347e-07,-0.079294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51e-07
"1859","C12orf56",6.8904e-16,0.12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379e-06
"1860","C12orf57",5.2408e-05,-0.89741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69005e-06
"1861","C12orf60",0.048314,-0.011051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4835e-07
"1862","C12orf61",0,-0.91711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.169e-07
"1863","C12orf65",0.20896,-0.43302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439e-06
"1864","C12orf66",0.44192,1.5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62235e-06
"1865","C12orf71",0.002621,0.36372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0175e-07
"1866","C12orf73",0.024774,0.47338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2445e-07
"1867","C12orf74",1.1533e-06,-0.60843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.083e-07
"1868","C12orf75",0.63977,0.12821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74475e-07
"1869","C12orf76",9.8749e-07,0.43771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.337e-07
"1870","C12orf77",0.00055995,0.089846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.719e-07
"1871","C14orf1",0.23926,1.3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80215e-06
"1872","C14orf105",0.00051722,0.071392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19755e-06
"1873","C14orf119",0.0062891,0.46094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0281e-06
"1874","C14orf142",0.007687,0.30545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21225e-07
"1875","C14orf159",1.6561e-22,-0.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584e-06
"1876","C14orf166",0.20165,0.35254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81845e-06
"1877","C14orf177",0.030533,-0.93573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.266e-07
"1878","C14orf178",0.00046544,-0.24346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1495e-07
"1879","C14orf180",0.0043821,0.059915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1535e-07
"1880","C14orf182",7.519e-05,0.059866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.783e-07
"1881","C14orf183",5.4107e-07,0.57812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5757e-06
"1882","C14orf2",0.8054,0.5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.548e-07
"1883","C14orf28",2.2179e-10,0.2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02685e-06
"1884","C14orf37",1.7348e-07,-0.066622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4248e-06
"1885","C14orf39",2.7282e-06,-0.21817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92855e-06
"1886","C14orf79",5.3599e-12,-0.53405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4686e-06
"1887","C14orf80",0.014935,-0.33096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9082e-06
"1888","C14orf93",0.01085,1.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13835e-06
"1889","C15orf32",0.0011665,0.10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.971e-07
"1890","C15orf37",0,-0.77711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.469e-07
"1891","C15orf38-AP3S2",1.1457e-11,0.15313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88445e-06
"1892","C15orf39",0.0054058,1.1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9214e-06
"1893","C15orf40",0.18627,-0.62505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15345e-06
"1894","C15orf41",3.2889e-07,0.47257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30785e-06
"1895","C15orf43",2.0249e-06,0.8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1039e-06
"1896","C15orf48",5.5498e-05,0.39682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43525e-06
"1897","C15orf52",1.405e-13,-0.57728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70475e-06
"1898","C15orf53",0.01712,-0.22862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7695e-07
"1899","C15orf54",0.025572,-0.50569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971e-07
"1900","C15orf56",0.031586,0.59513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7445e-07
"1901","C15orf57",0.3877,0.76874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0246e-06
"1902","C15orf59",0.10959,0.82547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61695e-06
"1903","C15orf61",0.092485,-0.13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0895e-07
"1904","C15orf62",0.034814,1.0595,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,1.04505e-06
"1905","C16orf13",2.7974e-05,-0.17325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,1,1,1,1.9801e-06
"1906","C16orf3",0,-0.39647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28e-07
"1907","C16orf45",0.13691,0.40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09845e-06
"1908","C16orf46",6.8068e-08,-1.4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4405e-06
"1909","C16orf47",0.44753,0.2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.563e-07
"1910","C16orf52",0.25928,1.4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37845e-06
"1911","C16orf54",0.36686,0.45223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0035e-06
"1912","C16orf58",1.1367e-17,-0.17546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9226e-06
"1913","C16orf59",7.1044e-12,-0.1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6109e-06
"1914","C16orf62",2.2319e-09,0.69238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2812e-06
"1915","C16orf70",0.98056,1.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87255e-06
"1916","C16orf71",4.9108e-20,-1.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6133e-06
"1917","C16orf72",0.98049,1.9479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5613e-06
"1918","C16orf74",0.49655,-0.76704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2235e-07
"1919","C16orf78",5.9448e-06,0.0056519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7882e-06
"1920","C16orf86",0.0058052,0.79777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21565e-06
"1921","C16orf87",0.0044861,1.4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384e-06
"1922","C16orf89",1.6287e-16,-1.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9295e-06
"1923","C16orf90",0.0013458,-0.021642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3275e-07
"1924","C16orf91",1.6879e-12,-0.37648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10075e-06
"1925","C16orf92",0.03237,0.16061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8185e-07
"1926","C16orf96",5.5816e-21,0.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2308e-06
"1927","C16orf98",0.34493,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.214e-07
"1928","C17orf100",0.1311,0.55332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652e-07
"1929","C17orf102",0.0081248,-0.36409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5575e-07
"1930","C17orf103",0.64837,0.34487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551e-07
"1931","C17orf105",0.0030854,1.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7245e-07
"1932","C17orf107",0.06927,0.50118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06805e-06
"1933","C17orf47",2.7268e-05,0.77037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9574e-06
"1934","C17orf49",0.069318,0.53514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19445e-06
"1935","C17orf50",1.1002e-06,-0.31284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0559e-06
"1936","C17orf51",0.11492,0.66296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12455e-06
"1937","C17orf53",4.4469e-11,0.57571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3954e-06
"1938","C17orf58",0.19122,0.12694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05215e-06
"1939","C17orf59",0.20068,0.90255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17275e-06
"1940","C17orf62",0.0006032,0.46866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7865e-07
"1941","C17orf64",1.558e-12,0.68578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4197e-06
"1942","C17orf67",6.5469e-06,-0.20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.644e-07
"1943","C17orf72",0.0097713,0.69368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.726e-07
"1944","C17orf74",7.7303e-12,-0.069127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16205e-06
"1945","C17orf75",0.33668,0.83147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32475e-06
"1946","C17orf77",0,-0.14164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58e-07
"1947","C17orf78",2.0653e-09,0.74871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21065e-06
"1948","C17orf80",1.2297e-07,-0.39851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0322e-06
"1949","C17orf82",0,-0.012072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3793e-06
"1950","C17orf89",0.14285,0.3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7525e-07
"1951","C17orf96",0.27965,1.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.957e-07
"1952","C17orf97",4.8417e-06,-0.015411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.085e-07
"1953","C17orf98",0.0088152,0.31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3235e-07
"1954","C17orf99",0.13177,0.93747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5662e-07
"1955","C18orf21",5.6865e-07,0.30165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20695e-06
"1956","C18orf25",0.89046,0.54919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85165e-06
